uniprot_id,gene,PC1_loading,PC2_loading,compartment
A0A8I6A420,Bcas3,-0.01733,-0.00316,Cytoskeleton
A0A8I6A4A2,Vps13a,0.01724,-0.00982,Mitochondrion
A0A8I6A4C2,Nxn,0.01967,-0.00313,Other
A0A8I6A4G8,Eef1e1,0.01065,0.02279,Other
A0A8I6A4I4,Nudcd3,-0.0178,-0.01976,Cytoskeleton
A0A8I6A4L6,Tbc1d15,0.01724,-0.02275,Mitochondrion
A0A8I6A4Q0,Dtd1,0.00785,-0.0187,Mitochondrion
A0A8I6A4W2,Ktn1,-0.00274,0.0017,Nucleus
A0A8I6A4W3,Tsr2,-0.00343,-0.02744,Other
A0A8I6A502,Tns3,0.01187,-0.00445,Cytoskeleton
A0A8I6A565,Fam185a,0.00904,-0.01439,Mitochondrion
A0A8I6A571,Usp47,-0.01324,-0.02072,Other
A0A8I6A596,Mad1l1,5.6e-4,-0.01944,Cytoskeleton
A0A8I6A5F2,Sun1,-0.00241,-1.2e-4,Cytoskeleton
A0A8I6A5G9,Gm2a,-0.02567,-0.00447,Other
A0A8I6A5N3,Fkbp7,-0.02074,2.3e-4,Other
A0A8I6A5Z1,Dctn5,0.02567,-0.0075,Cytoskeleton
A0A8I6A606,Sufu,-4.3e-4,-0.02157,Other
A0A8I6A632,Tapt1,-0.00526,0.00201,Cytoskeleton
A0A8I6A656,Tns1,-0.00265,-0.02591,Other
A0A8I6A6K6,Ppp2r5d,0.02013,0.02001,Other
A0A8I6A6W3,Lims1,-0.0051,0.02463,Nucleus
A0A8I6A795,Srsf10,-0.01456,0.00793,Nucleus
A0A8I6A7A4,Ddx3y,0.01361,0.00285,Other
A0A8I6A7G2,Larp4,-0.01426,-0.00581,Other
A0A8I6A7G6,Dnajc19,0.00547,-0.01676,Other
A0A8I6A7G7,Itga5,-0.02239,-0.00113,Other
A0A8I6A7K7,Wdfy3,0.00134,-0.01271,Nucleus
A0A8I6A7U0,Fkbp15,-0.01491,-0.0082,Cytoskeleton
A0A8I6A7V5,Cdk14,0.00747,-0.00664,Other
A0A8I6A869,Dnah9,0.01241,0.00573,Cytoskeleton
A0A8I6A8L3,Dnpep,0.01788,-0.01892,Other
A0A8I6A974,Ston1,-0.01475,-0.00228,Other
A0A8I6A9B2,Naa10,0.01632,-0.01906,Other
A0A8I6A9F2,Sypl1,-8.6e-4,0.00292,Other
A0A8I6A9I8,Apbb2,-0.00522,-0.00201,Other
A0A8I6A9M0,Eif4enif1,-0.01897,-0.00839,Nucleus
A0A8I6A9P7,Mrpl39,0.0123,0.00671,Mitochondrion
A0A8I6A9R8,Cope,0.01958,0.00584,Nucleus
A0A8I6A9S4,Ube2j1,0.00957,0.01301,Nucleus
A0A8I6AA24,Col8a1,0.02243,0.00944,Other
A0A8I6AA94,Ano6,0.01756,-0.00211,Other
A0A8I6AAD5,Psmd12,0.02242,0.00963,Other
A0A8I6AAD8,Snx4,0.02634,0.0087,Cytoskeleton
A0A8I6AAE1,Ahnak2,-0.01661,-0.02671,Other
A0A8I6AAN3,Aldh18a1,0.02147,0.01787,Mitochondrion
A0A8I6AAP2,ENSRNOG00000063112,0.0138,0.02444,Other
A0A8I6AAR9,Ankrd17,-0.00742,-0.0129,Nucleus
A0A8I6AAT0,Ksr1,-0.00907,-0.0168,Nucleus
A0A8I6AAW1,Tars3,-0.01509,-0.00336,Other
A0A8I6AAZ0,Ruvbl2,0.01508,-0.00532,Nucleus
A0A8I6AB31,Cdc23,0.00994,-0.00509,Nucleus
A0A8I6ABA8,Rabgef1,-0.00723,1.1e-4,Other
A0A8I6ABG6,Tln1,0.00236,-0.00815,Cytoskeleton
A0A8I6ABJ9,Ythdf2,0.02306,0.01086,Other
A0A8I6ABU3,Rasal2,0.02074,0.00922,Other
A0A8I6ABZ7,Dhx9,0.01187,0.00685,Cytoskeleton
A0A8I6AC51,ENSRNOG00000068549,0.01455,0.02035,Other
A0A8I6ACB1,Wdr11,0.01358,-0.00512,Cytoskeleton
A0A8I6ACC2,Ythdf3,-0.01585,-0.01872,Other
A0A8I6ACD7,Hmgb3l1,0.00828,0.0264,Other
A0A8I6ACL2,Dock7,0.00104,0.01541,Nucleus
A0A8I6ACU1,Ifi35,-0.01603,-0.00974,Nucleus
A0A8I6AD55,Chchd3,-0.02136,0.01651,Mitochondrion
A0A8I6ADE8,Sync,-0.01676,0.0134,Cytoskeleton
A0A8I6ADQ7,ENSRNOG00000063280,-0.00418,0.02067,Other
A0A8I6ADW9,Prkcsh,-0.02503,0.01469,Other
A0A8I6AE43,Erbin,-0.01577,-0.01627,Nucleus
A0A8I6AE50,Anln,-0.01404,0.00804,Cytoskeleton
A0A8I6AE57,Urgcp,-0.00624,0.0091,Other
A0A8I6AEP5,Paox,0.00642,-0.01912,Other
A0A8I6AEV8,Bola2l2,-0.02442,-0.01567,Other
A0A8I6AEW5,Rcc1,0.00243,0.00899,Nucleus
A0A8I6AEY5,Lrsam1,0.01271,-0.01435,Other
A0A8I6AEZ7,Crlf3,-0.01752,0.01355,Other
A0A8I6AFG7,Rbpj,-0.00388,0.00808,Nucleus
A0A8I6AFJ7,Dnajc13,0.02107,-0.00749,Other
A0A8I6AFM0,Myh13,-0.00956,0.01201,Cytoskeleton
A0A8I6AFP0,Washc5,0.02362,-0.00282,Other
A0A8I6AFV4,Cog1,-0.01544,-0.00906,Other
A0A8I6AFZ5,Srsf7,-0.02247,-0.00163,Nucleus
A0A8I6AG33,Tnpo1,0.01736,0.01195,Nucleus
A0A8I6AG52,Rps20l3,-0.00442,-0.02626,Other
A0A8I6AG94,Mrpl49,0.01815,-0.02074,Mitochondrion
A0A8I6AGF4,Nudcd1,0.01733,-0.02278,Other
A0A8I6AGJ8,Fkbp3,-0.02348,0.00423,Other
A0A8I6AGJ9;F1M629,Gemin7;Gemin7l1,0.00546,0.02268,Other
A0A8I6AGQ6,Adam12,0.00835,-0.02477,Other
A0A8I6AGS7,Emilin1,-0.00514,0.00727,Other
A0A8I6AGX2,Rtf1,-0.00455,-0.01292,Nucleus
A0A8I6AH70,Smtn,-0.02226,0.00646,Cytoskeleton
A0A8I6AH91,Pcbp1,0.02275,-0.00364,Nucleus
A0A8I6AHB0,Nt5c3a,0.02209,-7e-4,Mitochondrion
A0A8I6AHD0,Bri3bp,0.01268,0.03093,Mitochondrion
A0A8I6AHG9,Tacc1,-0.01442,0.02123,Cytoskeleton
A0A8I6AHK0,Postn,-0.0059,-0.00141,Other
A0A8I6AHP3,Tatdn1,0.00872,0.01076,Mitochondrion
A0A8I6AHY5,Eppk1,0.0054,0.02072,Cytoskeleton
A0A8I6AI23,Ppa1,0.02259,-0.00807,Mitochondrion
A0A8I6AI89,Vps35,0.02779,0.00909,Mitochondrion
A0A8I6AI94,Dcun1d1,0.00182,0.01998,Other
A0A8I6AIE0,Slain2,-0.01742,-0.02508,Cytoskeleton
A0A8I6AIH6,Suclg2,0.02313,-0.00807,Mitochondrion
A0A8I6AII2,ENSRNOG00000070921,-0.01924,0.01761,Other
A0A8I6AIN6,Eea1,-0.02672,-0.01127,Other
A0A8I6AIP8,Frg1-ps1,0.00154,-0.006,Other
A0A8I6AIS2,Tank,-0.01051,0.01575,Nucleus
A0A8I6AIT8,Msto1,0.00526,-0.02455,Mitochondrion
A0A8I6AIZ7,Deptor,-0.00396,0.00896,Other
A0A8I6AJ01,Gpat4,-0.0137,-0.00888,Nucleus
A0A8I6AJ04,Pithd1,0.00738,-0.00711,Other
A0A8I6AJ35,Plin2,0.00909,-0.02429,Other
A0A8I6AJA6;A0ABK0LKR9,Rnf11;Rnf11l2,-0.01227,-0.01657,Other
A0A8I6AJK7,Iqgap1,0.01243,0.00972,Cytoskeleton
A0A8I6AJU4,ENSRNOG00000066539,-0.00238,0.03353,Other
A0A8I6AK43,Ppa2,0.01761,-0.02251,Mitochondrion
A0A8I6AK45,Mtch2,0.01577,0.02948,Mitochondrion
A0A8I6AK86,Strn4,-0.01082,-0.01625,Other
A0A8I6AK96,Polr1d,-0.01231,-0.00242,Other
A0A8I6AKA1,Dennd2b,-0.00758,0.01523,Other
A0A8I6AKB0,Asmtl,-0.00244,0.00802,Other
A0A8I6AKF3,Gnpnat1,-0.01237,-0.01752,Other
A0A8I6AKR4,Ap3s1,-0.02306,-0.01189,Other
A0A8I6AKV2,Tp53bp1,-0.0151,0.00503,Nucleus
A0A8I6AKY3,Edem3,0.01453,-0.02557,Other
A0A8I6AKZ1,Kctd17,-0.0155,-3.7e-4,Other
A0A8I6AKZ9,Actr1b,-0.00112,0.01659,Cytoskeleton
A0A8I6AL43,Ate1,-0.02122,0.00136,Other
A0A8I6AL75,C2h1orf52,0.00177,0.01201,Other
A0A8I6AL84,Kank1,0.00627,-0.00715,Other
A0A8I6AL89,Arpc3,7.4e-4,-0.01208,Cytoskeleton
A0A8I6ALB1,Ckap5,-0.01796,-0.01614,Cytoskeleton
A0A8I6ALB6,Tbc1d2b,-0.00796,-0.02282,Other
A0A8I6ALH8,Tbck,0.0064,-0.01362,Cytoskeleton
A0A8I6ALM7,Uevld,-0.00608,0.02181,Other
A0A8I6ALM9,Ptk7,-0.0174,-0.01642,Other
A0A8I6AM26,Srrt,0.00724,0.0073,Nucleus
A0A8I6AM63,Sytl2,0.0043,7.6e-4,Other
A0A8I6AM66,Cdh15,-0.02768,-0.00333,Other
A0A8I6AMA8,Smarcc1,0.00298,4.6e-4,Nucleus
A0A8I6AMD2,Itsn2,-5.2e-4,-0.02188,Cytoskeleton
A0A8I6AMK1,Kdsr,0.01586,-0.00131,Nucleus
A0A8I6AMN9,Eya3,-0.01393,-0.00505,Other
A0A8I6AMQ5,Mcee,-0.0109,-0.01561,Mitochondrion
A0A8I6AN59,Plekhb2,0.00823,-0.01242,Other
A0A8I6ANQ3,Igsf8,-0.0087,-0.02359,Other
A0A8I6ANT7,Ttc33,-0.01687,6.2e-4,Other
A0A8I6ANV1,Dazap1,-0.00563,-0.01904,Nucleus
A0A8I6ANX6,Dmpk,0.00106,-0.0254,Mitochondrion
A0A8I6ANY1,Ascc2,0.00526,0.00725,Nucleus
A0A8I6AP00,Pcbp2,0.01861,-0.01884,Other
A0A8I6AP41,Nbea,0.00756,0.01008,Other
A0A8I6AP42,Ppia-ps13,0.0041,-0.01634,Other
A0A8I6AP89,Kif3a,-0.01591,0.00362,Cytoskeleton
A0A8I6APG6,ENSRNOG00000062438,0.0182,0.00722,Other
A0A8I6APG8,LOC120094308,0.0047,0.01341,Other
A0A8I6APJ0,Lsm4,-0.00191,-8.4e-4,Nucleus
A0A8I6AQ35,Vps41,0.00964,0.0061,Cytoskeleton
A0A8I6AQ75,Chmp6,0.01546,-0.00858,Cytoskeleton
A0A8I6AQ81,Tns2,-0.00913,0.01775,Other
A0A8I6AQA1,Arap1,-0.00632,0.00255,Cytoskeleton
A0A8I6AQC0,Cpsf3,0.01561,0.00422,Nucleus
A0A8I6AQH6,Tia1,-8.5e-4,-0.01526,Nucleus
A0A8I6AQL3,Fat1,-0.00159,-0.00196,Nucleus
A0A8I6AQL7,Nek9,-0.01327,0.0107,Cytoskeleton
A0A8I6AQR3,Tmem263,-0.02803,-0.00242,Other
A0A8I6AQY6,Phactr4,-0.02032,0.01084,Other
A0A8I6AR03,Frmd4a,-0.00215,-0.02638,Other
A0A8I6AR12,Cct7,0.02488,0.01149,Cytoskeleton
A0A8I6AR28,Traf5,-0.00378,-0.02342,Cytoskeleton
A0A8I6ARH7,Nemf,-0.01513,0.01077,Other
A0A8I6ARN0,Gpx7,-0.02715,0.00804,Other
A0A8I6ARP7,Relch,0.01213,-0.01073,Other
A0A8I6ART4,Fmnl3,0.00553,-0.02111,Other
A0A8I6ARV9,Ctsa,0.02135,0.02207,Other
A0A8I6AS02,Pacsin3,0.02205,-0.00123,Other
A0A8I6AS17,Bsdc1,0.00201,0.02024,Other
A0A8I6AS21,Ppp4r3a,0.0135,-0.01796,Cytoskeleton
A0A8I6AS56,Abhd11,0.01481,-0.01217,Mitochondrion
A0A8I6AS60,Eya4,-0.01549,0.01413,Other
A0A8I6ASF5,Rpl4-ps1,-0.0195,-0.0232,Other
A0A8I6ASH2,Hspg2,-0.00698,0.00934,Other
A0A8I6ASK1,P4ha2,-0.00144,-0.00575,Other
A0A8I6ASZ5,Tcf25,0,-0.02515,Other
A0A8I6ATF2,Ppfibp1,-0.00468,0.00805,Other
A0A8I6ATS8,Tor1aip2l1,-0.02172,-0.00509,Other
A0A8I6ATX5,Stard7,0.00627,0.00341,Mitochondrion
A0A8I6AU51,Zc2hc1a,-0.0173,0.00694,Other
A0A8I6AUQ7,Zpr1,-0.02288,-0.00835,Nucleus
A0A8I6AV53,Mrpl18,0.01595,-0.01342,Mitochondrion
A0A8I6AVM0,Tmem65,0.02444,-0.01382,Mitochondrion
A0A8I6AVP7,Odr4,-0.01581,0.0074400000000000004,Other
A0A8I6AVU1,Bnip2,-0.00516,0.00999,Cytoskeleton
A0A8I6AW46,Qrich1,-0.01198,-0.0047,Other
A0A8I6AWZ3,Agap1,-0.00642,0.03079,Other
A0A8I6AXU9,Fndc3a,-0.01368,0.01642,Other
A0A8I6B1J2,Mbnl1,-0.0192,0.02295,Other
A0A8I6B288,Nab2,0.00272,0.00481,Other
A0A8I6B2B6,Gsdmd,0.02626,0.00246,Mitochondrion
A0A8I6B3N0,Spag9,-0.02328,-0.01224,Cytoskeleton
A0A8I6B3N3,Atp6v1g1,-0.01607,0.0111,Other
A0A8I6B4Q5,Vps53,0.01558,-0.01485,Nucleus
A0A8I6B4V4,Smpd4,0.0168,0.00998,Nucleus
A0A8I6B5Y3,Nelfcd,-0.00153,0.0138,Nucleus
A0A8I6G1H3,Irak4,0.00594,0.02587,Other
A0A8I6G1R8,Pcdhgc5,-0.00106,-0.02078,Other
A0A8I6G2B2,Srp68,0.0021,0.02767,Nucleus
A0A8I6G2K8,Kdm1a,-0.00474,-0.02613,Nucleus
A0A8I6G3N4,Rab2b,0.01459,0.00157,Nucleus
A0A8I6G3Q5,Uprt,-0.01011,-0.00615,Other
A0A8I6G3R2,Cbl,-0.01233,-0.01027,Nucleus
A0A8I6G485,Aven,-0.00173,-0.01692,Other
A0A8I6G4I5,Grsf1,-0.02077,-0.00374,Mitochondrion
A0A8I6G4Y3,Ddx5,-0.01412,1.4e-4,Nucleus
A0A8I6G599,Kiaa0825,0.01787,-0.005,Other
A0A8I6G5I8,Slc35a2,0.0034,0.00899,Nucleus
A0A8I6G5W4,Snrnp70,-0.0088,-0.01032,Nucleus
A0A8I6G604,Lman2l,0.01262,3.5e-4,Nucleus
A0A8I6G695,Nipsnap3b,-0.00294,0.0163,Mitochondrion
A0A8I6G699,Fermt2,0.01068,0.01576,Cytoskeleton
A0A8I6G6F3,Nfkb2,-0.00797,0.00586,Nucleus
A0A8I6G6K9,Elmo2,0.00247,0.00487,Other
A0A8I6G705,Rbpms,-0.02107,0.00946,Other
A0A8I6G746,Zc3h4,-0.00903,-0.00433,Other
A0A8I6G751,Papola,0.00611,-0.00419,Other
A0A8I6G7Z0,Adgra2,-0.01378,-0.02042,Cytoskeleton
A0A8I6G8D1,Trim56,-0.02287,0.00315,Other
A0A8I6G8E6,Gpatch8,-0.00977,-0.00747,Other
A0A8I6GA89,Uckl1,-0.00172,-0.01029,Other
A0A8I6GA90,Hip1,0.00244,-0.03284,Cytoskeleton
A0A8I6GAU4,Smchd1,-0.00445,0.01049,Nucleus
A0A8I6GAW9,Ube4b,-0.009,0.00208,Other
A0A8I6GAX8,Agfg2,0.01105,-0.02182,Other
A0A8I6GAY3,Gng12,0.01083,0.01409,Other
A0A8I6GBD2,Actr10,0.02067,0.0219,Cytoskeleton
A0A8I6GBE0,Dpp9,0.01611,0.02964,Cytoskeleton
A0A8I6GBT2;A0A8I5ZVP7,AABR07006081.1;Tvp23b,-0.01752,0.00711,Other
A0A8I6GCX1,Ndufb6,-0.01566,-4.2e-4,Mitochondrion
A0A8I6GDA0,Nrbp1,-0.01349,0.00727,Other
A0A8I6GDP5,Tjap1,-0.01548,-0.00668,Other
A0A8I6GDZ5,Mettl2,0.01255,7.7e-4,Other
A0A8I6GEB4,Rpe,-0.02433,0.00406,Other
A0A8I6GEM4,Fech,0.00357,0.00136,Mitochondrion
A0A8I6GES6,Copz1,-0.00334,0.00844,Nucleus
A0A8I6GEX2,R3hdm1,-0.00397,-0.00123,Other
A0A8I6GF24,Ark2n,-0.0074,-0.01312,Other
A0A8I6GFD8,Sfpq,-0.01702,0.0112,Nucleus
A0A8I6GFU3,Svil,-0.00602,0.00334,Cytoskeleton
A0A8I6GG20,Msi2,0.01142,-0.00181,Other
A0A8I6GH40,Eif2a,-0.02153,-0.00645,Other
A0A8I6GH74,Arb2a,0.00318,-0.00488,Other
A0A8I6GHH3,Sh3bgrl,-0.00637,0.02556,Other
A0A8I6GHU8,Aamdc,-0.00275,0.01703,Other
A0A8I6GHX2,Cox7a2l,-0.01529,-0.01219,Mitochondrion
A0A8I6GI14,Tmem108,-0.01467,0.00575,Other
A0A8I6GI80,Meis1,0.00122,0.00156,Nucleus
A0A8I6GID3,Mthfd2,0.01935,0.01473,Mitochondrion
A0A8I6GIH3,Pigt,-0.00291,0.00361,Nucleus
A0A8I6GIL4,Tmem87a,0.00989,0.0054,Other
A0A8I6GIM3,Ntpcr,0.00661,-0.00339,Mitochondrion
A0A8I6GIV1,Kgd4,-0.016,-3.3e-4,Other
A0A8I6GJ11,Acss2,0.0101,0.019,Mitochondrion
A0A8I6GJ92,Eprs1,-0.01996,-0.0039,Other
A0A8I6GJC3,Larp1,-0.01943,0.01135,Other
A0A8I6GJW6,Bcl9l,-0.00512,-6.2e-4,Nucleus
A0A8I6GK29,Lims2,-0.01774,0.00102,Other
A0A8I6GK52,Smg1,0.0089,-0.01561,Other
A0A8I6GK62,Lemd3,-0.02307,-0.00191,Nucleus
A0A8I6GK69,Prpf3,0.0115,-0.00314,Nucleus
A0A8I6GKQ3,Stk38,-0.00756,-0.0131,Other
A0A8I6GKR8;D3ZHB3,Rps12l1;Rps12l12,-0.00562,-0.02886,Other
A0A8I6GKX8,Iqsec2,0.00654,-0.01206,Other
A0A8I6GKY7,Rbms3,-0.00904,0.02105,Other
A0A8I6GL24,Aida,0.01175,-0.01246,Other
A0A8I6GL58,Lrrc40,-0.00335,-0.00505,Other
A0A8I6GLB8,Chmp1a,-0.01691,0.01525,Cytoskeleton
A0A8I6GLF1,Asap2,-0.01176,0.00401,Other
A0A8I6GLM3,Ncoa1,0.00496,-0.02289,Nucleus
A0A8I6GLN9,Erh,-0.0044,0.02784,Nucleus
A0A8I6GLU8,Tardbp,0.01024,-5.8e-4,Mitochondrion
A0A8I6GLY6,Gga1,-0.01595,-0.01211,Other
A0A8I6GM04,Daam1,-0.0044,-0.01796,Cytoskeleton
A0A8I6GM11,Lsm12,0.00451,-0.01506,Other
A0A8I6GM20,Serf2,0.00523,0.00399,Other
A0A8I6GM61,Srpk2,0.00671,0.00124,Nucleus
A0A8I6GM63,Cnep1r1,-0.0042,0.01629,Nucleus
A0A8I6GM68,Hdac6,-0.02406,0.00783,Cytoskeleton
A0A8I6GM73,Osbpl3,-0.01175,0.0047,Cytoskeleton
A0A8I6GM86,Tnfrsf22,-4e-4,-0.00471,Other
A0A8I6GMB9,Phf24,4.6e-4,-0.01081,Other
A0A8I6GMP8,Enah,-0.02764,0.01014,Cytoskeleton
A0A8I6GMR5,Rbm25,-0.0049,-0.0022,Nucleus
A0A8J8XBZ3,Parp3,-0.01147,0.00392,Cytoskeleton
A0A8J8XD91,Timm17b,-0.01383,-0.00412,Mitochondrion
A0A8J8XFB5,Garre1,-0.01136,0.00275,Other
A0A8J8XIU8,Rbm39,-0.01003,-0.0301,Nucleus
A0A8J8XJY2,St6galnac4,0.003,-0.02147,Other
A0A8J8XLZ3,Luc7l2,0.01094,0.01426,Nucleus
A0A8J8XM71,Smap2,-0.00594,-0.01998,Other
A0A8J8XR33,Cstf2,-0.02179,-0.01194,Nucleus
A0A8J8XR86,Nelfe,-0.0051,-0.01708,Nucleus
A0A8J8XRQ3,Gna14,0.00277,0.0135,Other
A0A8J8XSR6,Lysmd2,-0.01221,-0.00253,Other
A0A8J8Y1B9,Snta1,-0.00707,0.01925,Other
A0A8J8Y4N8,Ube2r2,-0.00313,0.00535,Other
A0A8J8Y678,Ube2g2,-0.00784,-0.00582,Other
A0A8J8YFF8,Tmsb15b2,0.00409,-0.00461,Other
A0A8J8YFS5,Hars1,0.01459,-0.01032,Other
A0A8J8YGA4,Lpin3,-0.01204,0.00989,Nucleus
A0A8J8YH81,Smarcb1,-0.00354,-0.01703,Nucleus
A0A8J8YNL9,Tsn,0.0247,-0.01208,Other
A0A8J8YNR6,Fxr2,-0.02314,8.5e-4,Other
A0A8L2Q1U4,Wipi1,0.00885,0.00841,Other
A0AA76ENW5,P3h3,0.01356,-0.00514,Other
A0ABK0KVJ4,Skic2,0.00384,0.02114,Other
A0ABK0KVZ2,Eif1,-0.02595,-8.1e-4,Other
A0ABK0KWT6,Pin1,-0.02028,-0.02026,Cytoskeleton
A0ABK0KWV8,Trappc5,0.00862,0.01204,Other
A0ABK0KXQ8,Magea13,-0.00295,-0.01577,Other
A0ABK0KYT3,Vamp4,-0.01375,0.00106,Other
A0ABK0KZQ7,Cox20,0.00857,-0.00102,Mitochondrion
A0ABK0KZY2,Tfg,-0.00489,-0.00843,Other
A0ABK0L068,Ube3a,-0.01018,0.01993,Other
A0ABK0L107,Cse1l,0.01674,-0.00832,Nucleus
A0ABK0L179;Q5RJK5,Cbx3;LOC134478973,-0.0187,0.01644,Other
A0ABK0L1D0,Rpl7,0.01069,0.02505,Nucleus
A0ABK0L1E9,Dennd4c,-0.01306,0.00876,Other
A0ABK0L1L0,Nedd1,-0.00804,0.01512,Cytoskeleton
A0ABK0L1P4,Snrpd3,0.0283,0.00216,Nucleus
A0ABK0L1R3,Mocs3,0.01076,-0.01728,Other
A0ABK0L269,Map2k4,0.0032,-0.01126,Other
A0ABK0L3P4,Upf2,-0.00939,-0.02509,Nucleus
A0ABK0L3Q7,Dtymk,-0.01389,0.00575,Mitochondrion
A0ABK0L400,Golga4,-0.02441,-0.00486,Other
A0ABK0L402,Cox17,-0.01992,0.00954,Mitochondrion
A0ABK0L449,G3bp2,-0.01647,-0.02574,Other
A0ABK0L4J7,Rbm27,-0.01806,-0.00736,Nucleus
A0ABK0L4L7,Ric1,0.00135,-0.02422,Other
A0ABK0L4Q0,Chmp1b,0.01759,-2e-5,Other
A0ABK0L4V7,Cops9,-0.02041,8.5e-4,Nucleus
A0ABK0L564,Churc1,0.01111,-0.00275,Other
A0ABK0L579,Mrps2,-0.01546,-0.00859,Mitochondrion
A0ABK0L580,Sgcb,0.01161,-0.02586,Nucleus
A0ABK0L5F0,Abi2,0.00767,0.01675,Cytoskeleton
A0ABK0L5F9,Kif16b,-0.00332,0.01108,Cytoskeleton
A0ABK0L5G5,Mmab,-0.00126,-0.02169,Mitochondrion
A0ABK0L5P4,Cog5,0.00753,0.02011,Other
A0ABK0L608,Ppie,-0.01888,-8.4e-4,Nucleus
A0ABK0L617,Thada,0.00258,0.00161,Nucleus
A0ABK0L627,Plxna1,0.00397,-0.00169,Other
A0ABK0L6C9,Bloc1s3,-0.007,-0.02277,Other
A0ABK0L6G0,LOC120101528,0.026,-0.00813,Other
A0ABK0L6W0,Zc3h7b,-0.01146,0.01219,Other
A0ABK0L6W5,Cstf2t,-0.00758,0.0081,Nucleus
A0ABK0L785,Ntan1,0.00164,-0.01088,Other
A0ABK0L7D9,Itga11,-0.02102,0.01116,Other
A0ABK0L7N0,Fundc2,0.00288,0.00143,Mitochondrion
A0ABK0L7Q4,Atl2,-0.00842,-0.01774,Nucleus
A0ABK0L834,Atxn7l3b,-0.01112,0.03263,Other
A0ABK0L8A2,Kpna2l1,-0.01197,-0.01869,Other
A0ABK0L8A8,Nacad,-0.00293,-0.02953,Other
A0ABK0L8B7,Fubp3,-0.02423,0.00852,Other
A0ABK0L8F8,Trim30d,0.00156,0.00218,Other
A0ABK0L8H2,Tsen34,0.00156,-0.02139,Nucleus
A0ABK0L8K7,Akt1s1,-0.01277,-0.024140000000000002,Other
A0ABK0L907,S100a13,0.01213,-0.00159,Nucleus
A0ABK0L957,Smim1,-0.01455,0.02886,Other
A0ABK0L9G3,Zfp207,0.01108,4.6e-4,Cytoskeleton
A0ABK0L9X6,Smap1,0.00368,0.03483,Other
A0ABK0LA20,Rnf25,-0.00643,0.01297,Other
A0ABK0LA32,Otud4,-0.00455,0.01144,Other
A0ABK0LAB0,Abl2,-0.0071,-0.0114,Cytoskeleton
A0ABK0LAC0,Srsf11,0.00343,-0.02071,Nucleus
A0ABK0LAD1,Ankhd1,-0.00358,-0.01086,Other
A0ABK0LAF7,Kif3b,-0.00922,0.01079,Cytoskeleton
A0ABK0LAK6,Fam114a2,-0.0216,0.01308,Other
A0ABK0LAL4,Ipo5,0.02706,-0.00268,Nucleus
A0ABK0LAY8,Copz2,0.00535,-9.9e-4,Nucleus
A0ABK0LB01,Rab30,0.00988,-0.01846,Other
A0ABK0LB32,Dnaaf10,-0.01237,-0.01602,Other
A0ABK0LB68,Cisd2,-0.0164,-0.02431,Mitochondrion
A0ABK0LB97,Rrp1b,5.5e-4,-0.00148,Nucleus
A0ABK0LBN8,Mob2,0.01623,0.01232,Nucleus
A0ABK0LBP5,Vrk2,0.01768,-0.00995,Mitochondrion
A0ABK0LBP7,Tpd52,-0.01634,-0.01771,Nucleus
A0ABK0LBR7,Ergic1,-0.00516,0.0129,Nucleus
A0ABK0LBS5,Borcs7,-0.02071,0.00629,Other
A0ABK0LBV7,Pcbp3,0.01079,-0.01231,Other
A0ABK0LBZ4,Chchd7,-0.00469,0.00831,Mitochondrion
A0ABK0LBZ9,Uqcr11,0.01348,0.00812,Mitochondrion
A0ABK0LC18,Nufip2,-0.02376,-0.01448,Nucleus
A0ABK0LC42,Triobp,0.01511,-0.00278,Cytoskeleton
A0ABK0LCE3,Psmg1,0.00502,-0.01016,Other
A0ABK0LCL0,Robo2,-0.0124,-0.00261,Other
A0ABK0LCV2,Kif13a,-0.01138,0.00948,Cytoskeleton
A0ABK0LD14,Ptprd,-0.00489,0.0207,Other
A0ABK0LDA6,Dnaaf5,-0.00572,0.02644,Other
A0ABK0LDP4,Dtx3,-0.00427,0.01163,Other
A0ABK0LDR4,Pogz,5.3e-4,0.00722,Nucleus
A0ABK0LDS2,Dusp3,0.02152,-0.00927,Other
A0ABK0LDU3,Polr2k,-0.0045,0.01649,Nucleus
A0ABK0LDV5,Reps1,-0.01096,-0.00147,Other
A0ABK0LE58,Coa6,-0.01453,0.00434,Other
A0ABK0LE79,Ano10,0.00777,-0.00387,Other
A0ABK0LED6,Lyplal1,0.02744,0.00533,Mitochondrion
A0ABK0LEE5,Ap1s1,0.02429,0.00158,Other
A0ABK0LEJ2,Bicd2,0.02062,-0.0039,Cytoskeleton
A0ABK0LEL2,AC128212.1,0.02491,0.00463,Other
A0ABK0LEP2,Syne1,-0.00153,-0.00767,Cytoskeleton
A0ABK0LET2,AABR07005588.1,0.02025,-0.01021,Other
A0ABK0LEZ8,Cog3,-0.00483,0.00687,Other
A0ABK0LFC3,Gabpa,0.0022,-0.00183,Nucleus
A0ABK0LFN1,Tjp2,-0.00823,-0.03191,Other
A0ABK0LFP2,Ovca2,0.01112,0.00175,Other
A0ABK0LFP9,Ahnak,-0.01741,-0.02789,Cytoskeleton
A0ABK0LFU5,A0ABK0LFU5,-0.00302,0.00842,Other
A0ABK0LFY1,Pwp1,0.01081,-0.00433,Nucleus
A0ABK0LG41,Heatr5a,0.02115,0.0121,Other
A0ABK0LG43,Psca,-0.00759,-0.01662,Other
