gene,localization
LOC120103256,Nuclear
LOC120103258,Nuclear
LOC120103259,Nuclear
LOC120103260,Nuclear
LOC120103261,Nuclear
Snord38b,Nuclear
Snord38a,Nuclear
Snord46,Nuclear
Scarna8,Nuclear
LOC120103267,Nuclear
Snora8,Nuclear
LOC120103272,Nuclear
LOC120103274,Nuclear
LOC120103275,Nuclear
LOC120103276,Nuclear
LOC120103277,Nuclear
Snora61,Nuclear
LOC120103283,Nuclear
Snora55,Nuclear
Snord87,Nuclear
LOC120103286,Nuclear
Scarna1,Nuclear
LOC120103288,Nuclear
LOC120103289,Nuclear
LOC120103290,Nuclear
LOC120103291,Nuclear
LOC120103292,Nuclear
LOC120103293,Nuclear
LOC120103295,Nuclear
LOC120103296,Nuclear
LOC120103297,Nuclear
LOC120103298,Nuclear
LOC120103299,Nuclear
LOC120103300,Nuclear
LOC120103301,Nuclear
LOC120103302,Nuclear
LOC120103303,Nuclear
LOC120103304,Nuclear
LOC120103305,Nuclear
LOC120103306,Nuclear
LOC120103307,Nuclear
LOC120103308,Nuclear
LOC120103309,Nuclear
LOC120103310,Nuclear
LOC120103311,Nuclear
LOC120103312,Nuclear
LOC120103313,Nuclear
LOC120103314,Nuclear
LOC120103315,Nuclear
LOC120103316,Nuclear
LOC120103318,Nuclear
LOC120103319,Nuclear
LOC120103320,Nuclear
LOC120103321,Nuclear
LOC120103322,Nuclear
LOC120103323,Nuclear
LOC120103324,Nuclear
LOC120103325,Nuclear
LOC120103326,Nuclear
LOC120103327,Nuclear
LOC120103328,Nuclear
LOC120103329,Nuclear
LOC120103330,Nuclear
LOC120103331,Nuclear
LOC120103332,Nuclear
LOC120103333,Nuclear
LOC120103334,Nuclear
LOC120103335,Nuclear
LOC120103336,Nuclear
LOC120103337,Nuclear
LOC120103338,Nuclear
LOC120103339,Nuclear
LOC120103340,Nuclear
LOC120103341,Nuclear
LOC120103342,Nuclear
LOC120103343,Nuclear
LOC120103344,Nuclear
LOC120103345,Nuclear
LOC120103346,Nuclear
LOC120103347,Nuclear
LOC120103348,Nuclear
LOC120103349,Nuclear
LOC120103350,Nuclear
Snord99,Nuclear
LOC120103353,Nuclear
LOC120103354,Nuclear
LOC120103355,Nuclear
LOC120103356,Nuclear
Snord121a,Nuclear
LOC120103358,Nuclear
Snord121b,Nuclear
Snord54,Nuclear
LOC120103361,Nuclear
LOC120103362,Nuclear
LOC120103363,Nuclear
LOC120103364,Nuclear
LOC120103365,Nuclear
LOC120103366,Nuclear
U3l2,Nuclear
Rnu4-2,Nuclear
LOC120103369,Nuclear
LOC120103370,Nuclear
LOC120103371,Nuclear
LOC120103372,Nuclear
LOC120103373,Nuclear
LOC120103374,Nuclear
LOC120103375,Nuclear
Rnu5f1l1,Nuclear
LOC120103377,Nuclear
LOC120103378,Nuclear
Rnu6-48,Nuclear
Rnu6-698,Nuclear
LOC120103384,Nuclear
LOC120103385,Nuclear
LOC120103386,Nuclear
U6l3,Nuclear
LOC120103388,Nuclear
LOC120103497,Nuclear
LOC120103572,Other
LOC120103584,Nuclear
Ddx41l1,Nuclear
LOC120103588,Nuclear
LOC125610325,Nuclear
LOC130046242,Nuclear
LOC134478816,Nuclear
LOC134478826,Nuclear
LOC134478941,Nuclear
LOC134478973,Nuclear
LOC134479390,Nuclear
LOC134479414,Nuclear
LOC134479416,Nuclear
LOC134479417,Nuclear
LOC134479421,Nuclear
LOC134479427,Nuclear
LOC134479587,Nuclear
LOC134479624,Nuclear
LOC134480154,Other
LOC134480185,Other
LOC134480273,Other
LOC134480302,Other
LOC134480579,Other
LOC134480734,Nuclear
LOC134480797,Nuclear
LOC134480843,Other
LOC134481691,Nuclear
LOC134482328,Nuclear
LOC134482331,Nuclear
LOC134482335,Nuclear
LOC134482343,Nuclear
LOC134482344,Nuclear
LOC134482347,Nuclear
LOC134482351,Nuclear
LOC134482354,Nuclear
LOC134482356,Nuclear
LOC134482358,Nuclear
LOC134482362,Nuclear
LOC134482363,Nuclear
LOC134482366,Nuclear
LOC134482473,Nuclear
LOC134482479,Nuclear
LOC134482480,Nuclear
LOC134482481,Nuclear
LOC134482484,Nuclear
LOC134482485,Nuclear
LOC134482488,Nuclear
LOC134482489,Nuclear
LOC134482953,Other
LOC134483039,Nuclear
LOC134483124,Nuclear
LOC134483171,Nuclear
LOC134483254,Nuclear
LOC134483601,Nuclear
LOC134484027,Nuclear
LOC134484033,Nuclear
LOC134484035,Nuclear
LOC134484054,Other
LOC134484062,Other
LOC134484169,Nuclear
LOC134484273,Nuclear
LOC134484451,Nuclear
LOC134485591,Other
LOC134485599,Other
LOC134485939,Other
LOC134486049,Nuclear
LOC134486414,Other
LOC134486429,Nuclear
LOC134486654,Other
Acp1,Cytosolic
Ada,Cytosolic
Adcyap1,Cytosolic
Ak1,Cytosolic
Aldoa,Cytosolic
Aldob,Cytosolic
Aldoc,Cytosolic
Apeh,Cytosolic
Camk2b,Cytosolic
Eno2,Cytosolic
G6pd,Cytosolic
Gad2,Cytosolic
Got1,Cytosolic
Gspt1,Cytosolic
Gsta1,Cytosolic
Hbb-b1,Cytosolic
Hdc,Cytosolic
Hprt1,Cytosolic
Il1b,Cytosolic
Ins1,Cytosolic
Kcna1,Cytosolic
Kras,Cytosolic
Mdh1,Cytosolic
Mos,Cytosolic
Myh11,Cytosolic
Ncam1,Cytosolic
Odc1,Cytosolic
Pde4b,Cytosolic
Pde4d,Cytosolic
Pfkfb1,Cytosolic
Pgm1,Cytosolic
Pklr,Cytosolic
Pnmt,Cytosolic
Ppp3cb,Cytosolic
Prkar2b,Cytosolic
Prps2,Cytosolic
Pygm,Cytosolic
Sst,Cytosolic
Vamp2,Cytosolic
Tat,Cytosolic
Tcp1,Cytosolic
Thy1,Cytosolic
Tpi1,Cytosolic
Vsnl1,Cytosolic
Yes1,Cytosolic
Abcb4,Cytosolic
Sult2a6,Cytosolic
Sult2a1,Cytosolic
Cth,Cytosolic
Vars1,Cytosolic
Myo5a,Cytosolic
Ntrk2,Cytosolic
Aanat,Cytosolic
Scnn1a,Cytosolic
Gnmt,Cytosolic
Slc2a4,Cytosolic
Map1a,Cytosolic
Gdi1,Cytosolic
Gucy1b1,Cytosolic
Gucy1b2,Cytosolic
Vps52,Cytosolic
Apod,Cytosolic
Gstt1,Cytosolic
Nmbr,Cytosolic
Hsd17b1,Cytosolic
Jak3,Cytosolic
Lamp1,Cytosolic
Rpl39,Cytosolic
Rps29,Cytosolic
Alad,Cytosolic
Aldh3a1,Cytosolic
Bfsp1,Cytosolic
Cast,Cytosolic
Crmp1,Cytosolic
Dpysl2,Cytosolic
Dpysl4,Cytosolic
Dpysl3,Cytosolic
Ctsh,Cytosolic
Eno3,Cytosolic
Hmmr,Cytosolic
Myo9b,Cytosolic
P4hb,Cytosolic
Prkar1b,Cytosolic
Rab3a,Cytosolic
Rabggtb,Cytosolic
Ccl3,Cytosolic
Selenow,Cytosolic
Stxbp1,Cytosolic
Map3k12,Cytosolic
Psmc2,Cytosolic
Rpn1,Cytosolic
Pcmt1,Cytosolic
Lep,Cytosolic
Asns,Cytosolic
Gys2,Cytosolic
Plin1,Cytosolic
Hba-a1,Cytosolic
Pde4a,Cytosolic
Fkbp1a,Cytosolic
Gnai3,Cytosolic
Dgkg,Cytosolic
Hmbs,Cytosolic
Syt1,Cytosolic
Prkar1a,Cytosolic
Pygb,Cytosolic
Pfkl,Cytosolic
Dnm2,Cytosolic
Akr7a3,Cytosolic
Cadps,Cytosolic
Rpl32,Cytosolic
Capns1,Cytosolic
Hpca,Cytosolic
Chka,Cytosolic
Il18,Cytosolic
Neu2,Cytosolic
Syngr1,Cytosolic
Arg1,Cytosolic
Cbr1,Cytosolic
Stmn3,Cytosolic
Mgll,Cytosolic
Gpx2,Cytosolic
Stmn1,Cytosolic
Plcg2,Cytosolic
Serpine2,Cytosolic
Cct4,Cytosolic
Irs2,Cytosolic
Rasgrp1,Cytosolic
Map1b,Cytosolic
Coro1b,Cytosolic
Dlg4,Cytosolic
Pctp,Cytosolic
Vamp3,Cytosolic
Homer1,Cytosolic
Homer2,Cytosolic
Homer3,Cytosolic
Lsamp,Cytosolic
Prps1,Cytosolic
Eef2,Cytosolic
Map2k5,Cytosolic
Ptpn5,Cytosolic
Adh4,Cytosolic
Gdi2,Cytosolic
Pde1b,Cytosolic
Pacsin1,Cytosolic
Baat,Cytosolic
Slc22a5,Cytosolic
Kcnab1,Cytosolic
Kcnab2,Cytosolic
Ppp3r1,Cytosolic
Acot1,Cytosolic
Gria1,Cytosolic
Aco1,Cytosolic
Pde3a,Cytosolic
Slc7a5,Cytosolic
Rab4b,Cytosolic
Rabep1,Cytosolic
Apob,Cytosolic
Ca2,Cytosolic
Crk,Cytosolic
Dgkb,Cytosolic
Mid1,Cytosolic
Inpp5d,Cytosolic
Pfkfb4,Cytosolic
Rgs1,Cytosolic
Rgs5,Cytosolic
Slc12a3,Cytosolic
Sstr2,Cytosolic
Ezr,Cytosolic
Pdpn,Cytosolic
Cnn3,Cytosolic
Arc,Cytosolic
Aox1,Cytosolic
Crlf3,Cytosolic
Bet1l,Cytosolic
Uso1,Cytosolic
Hgs,Cytosolic
Lgals1,Cytosolic
Ifit1,Cytosolic
Rpl35a,Cytosolic
Mpp4,Cytosolic
Sec23a,Cytosolic
Igbp1,Cytosolic
Hpgds,Cytosolic
Rabggta,Cytosolic
Grk4,Cytosolic
Syt7,Cytosolic
Rgs19,Cytosolic
Arhgef1,Cytosolic
Tgm1,Cytosolic
Arpp19,Cytosolic
Csad,Cytosolic
Arfip1,Cytosolic
Copb2,Cytosolic
Pfkp,Cytosolic
Matk,Cytosolic
Stx6,Cytosolic
Syt6,Cytosolic
Il1rn,Cytosolic
Ivl,Cytosolic
Lif,Cytosolic
Gpd1,Cytosolic
Amph,Cytosolic
Pter,Cytosolic
Dnajc3,Cytosolic
Pde10a,Cytosolic
Niban1,Cytosolic
Cyb5a,Cytosolic
Bspry,Cytosolic
Pygl,Cytosolic
Tuba1a,Cytosolic
Sptan1,Cytosolic
Arl1,Cytosolic
Pafah1b2,Cytosolic
Tdo2,Cytosolic
Mthfd1,Cytosolic
Rpl24,Cytosolic
Arf1,Cytosolic
Sncg,Cytosolic
Ykt6,Cytosolic
Gstm5,Cytosolic
Pdlim5,Cytosolic
Metap2,Cytosolic
Ndrg4,Cytosolic
Cdc42,Cytosolic
Naa35,Cytosolic
Eif2b1,Cytosolic
Pdap1,Cytosolic
Pim3,Cytosolic
Exoc7,Cytosolic
Rab5a,Cytosolic
Rpl28,Cytosolic
Olah,Cytosolic
Unc13b,Cytosolic
Ireb2,Cytosolic
Cplx1,Cytosolic
Gphn,Cytosolic
Rims3,Cytosolic
Rpl14,Cytosolic
Rassf9,Cytosolic
Stx5,Cytosolic
Dpys,Cytosolic
Ncs1,Cytosolic
Htra1,Cytosolic
Snap91,Cytosolic
Dpysl5,Cytosolic
Vti1a,Cytosolic
Aacs,Cytosolic
Gucy1a2,Cytosolic
Arhgef9,Cytosolic
Gapdhs,Cytosolic
Arl6ip5,Cytosolic
Ido1,Cytosolic
Shank1,Cytosolic
Akr1a1,Cytosolic
Duox2,Cytosolic
Arf4,Cytosolic
Arf6,Cytosolic
Dnajc5,Cytosolic
Begain,Cytosolic
Hpgd,Cytosolic
Myh10,Cytosolic
Rabep2,Cytosolic
Stxbp5,Cytosolic
Ica1,Cytosolic
Marcksl1,Cytosolic
Mtr,Cytosolic
Ccn3,Cytosolic
Actn1,Cytosolic
Alox15,Cytosolic
Amd1,Cytosolic
Atic,Cytosolic
Dbn1,Cytosolic
Dpyd,Cytosolic
Gak,Cytosolic
Gna12,Cytosolic
Gnai2,Cytosolic
Hnmt,Cytosolic
Mif,Cytosolic
Cdo1,Cytosolic
Mvd,Cytosolic
Mvk,Cytosolic
Pde7a,Cytosolic
Pls3,Cytosolic
Prkch,Cytosolic
Rab1a,Cytosolic
Rab13,Cytosolic
Rpl18,Cytosolic
Rpl37l1,Cytosolic
Rps21,Cytosolic
St13,Cytosolic
Stxbp2,Cytosolic
Rab11a,Cytosolic
Sharpin,Cytosolic
Gstm7,Cytosolic
Sh3gl3,Cytosolic
Sh3gl1,Cytosolic
Akap12,Cytosolic
Ccn1,Cytosolic
Lypla2,Cytosolic
Pex3,Cytosolic
Dbnl,Cytosolic
Gda,Cytosolic
Kcns3,Cytosolic
Apba2,Cytosolic
Nefl,Cytosolic
Cit,Cytosolic
Git1,Cytosolic
Dvl1,Cytosolic
Vamp8,Cytosolic
Gipc1,Cytosolic
Eif2b2,Cytosolic
Irs3,Cytosolic
Dnaja2,Cytosolic
Atox1,Cytosolic
Sh3kbp1,Cytosolic
Rab6a,Cytosolic
Dcx,Cytosolic
Sfrp1,Cytosolic
Grb7,Cytosolic
Snx1,Cytosolic
Tec,Cytosolic
Stau1,Cytosolic
Rab9a,Cytosolic
Srm,Cytosolic
Fbxo2,Cytosolic
Cavin3,Cytosolic
Shc1,Cytosolic
Laptm5,Cytosolic
Ncdn,Cytosolic
Ftcd,Cytosolic
Hbg1,Cytosolic
Gosr1,Cytosolic
Madd,Cytosolic
S100a9,Cytosolic
Rab14,Cytosolic
Ptprr,Cytosolic
Sncb,Cytosolic
Ces1d,Cytosolic
Copb1,Cytosolic
Stxbp3,Cytosolic
Bco1,Cytosolic
Pdlim3,Cytosolic
S100a3,Cytosolic
Ntn1,Cytosolic
Ncf1,Cytosolic
Arhgef7,Cytosolic
Pitpnb,Cytosolic
Cdc37,Cytosolic
Dpp3,Cytosolic
Aimp1,Cytosolic
Plce1,Cytosolic
Gne,Cytosolic
Gale,Cytosolic
Kidins220,Cytosolic
Dars1,Cytosolic
Ralb,Cytosolic
S100a8,Cytosolic
Ap2m1,Cytosolic
Upb1,Cytosolic
Map3k8,Cytosolic
Lgals8,Cytosolic
Dusp6,Cytosolic
Map3k1,Cytosolic
Ppp1r12a,Cytosolic
Oplah,Cytosolic
Cyth1,Cytosolic
Cyth2,Cytosolic
Cyth3,Cytosolic
Sh3gl2,Cytosolic
Eif2b4,Cytosolic
Arfrp1,Cytosolic
Ppp2r2a,Cytosolic
Csde1,Cytosolic
Ppp2r2c,Cytosolic
Pex6,Cytosolic
Lrrc7,Cytosolic
Klhl41,Cytosolic
Il10ra,Cytosolic
Baiap2,Cytosolic
Atp6v1b2,Cytosolic
Rps20,Cytosolic
Rpl41,Cytosolic
Pacsin2,Cytosolic
Ackr2,Cytosolic
Pip4k2c,Cytosolic
Rplp1,Cytosolic
Rplp2,Cytosolic
Phkg2,Cytosolic
Baalc,Cytosolic
Dgka,Cytosolic
As3mt,Cytosolic
Pde11a,Cytosolic
Afap1,Cytosolic
Trim9,Cytosolic
Lcp2,Cytosolic
Casp12,Cytosolic
Acot12,Cytosolic
Rasgrp4,Cytosolic
Xpnpep1,Cytosolic
Atxn10,Cytosolic
Serinc5,Cytosolic
Pik3ca,Cytosolic
Rap2b,Cytosolic
Klc1,Cytosolic
Ptprh,Cytosolic
Cblb,Cytosolic
Eif2b3,Cytosolic
Adh7,Cytosolic
Ctsd,Cytosolic
Rap1b,Cytosolic
Mat2a,Cytosolic
Acmsd,Cytosolic
Atg3,Cytosolic
Aagab,Cytosolic
Ap1g1,Cytosolic
Dnm3,Cytosolic
Naip6,Cytosolic
Pde9a,Cytosolic
Akr1c14,Cytosolic
Tgoln2,Cytosolic
Unc13d,Cytosolic
Tnrc6b,Cytosolic
Rasgrf1,Cytosolic
Haus1,Cytosolic
Akr1d1,Cytosolic
Ehd3,Cytosolic
Pja2,Cytosolic
Coro7,Cytosolic
Rin1,Cytosolic
Muc13,Cytosolic
Wdr44,Cytosolic
Sipa1l1,Cytosolic
Plekha5,Cytosolic
Arhgap4,Cytosolic
Gpsm1,Cytosolic
Ptpn7,Cytosolic
Rapgef4,Cytosolic
Rwdd1,Cytosolic
Wipf3,Cytosolic
Kcnip4,Cytosolic
Nmt1,Cytosolic
Ostf1,Cytosolic
Snx27,Cytosolic
Carhsp1,Cytosolic
Myo7a,Cytosolic
Erc1,Cytosolic
Stab2,Cytosolic
Mtmr9,Cytosolic
Aip,Cytosolic
Chmp3,Cytosolic
Rffl,Cytosolic
Krt20,Cytosolic
Cdk5rap2,Cytosolic
Stk16,Cytosolic
Pex5l,Cytosolic
Gimap4,Cytosolic
Taok1,Cytosolic
Clec16a,Cytosolic
C10h16orf89,Cytosolic
Nlrc3,Cytosolic
Zfp598,Cytosolic
Rpl3l,Cytosolic
Ttc1,Cytosolic
Sec24a,Cytosolic
Sar1b,Cytosolic
Alox12b,Cytosolic
Alox12,Cytosolic
Txndc17,Cytosolic
Shpk,Cytosolic
Vps53,Cytosolic
Abr,Cytosolic
Blmh,Cytosolic
Tom1l1,Cytosolic
Wnk4,Cytosolic
Fmnl1,Cytosolic
Helz,Cytosolic
Hid1,Cytosolic
Armc7,Cytosolic
Galk1,Cytosolic
Rptor,Cytosolic
Actg1,Cytosolic
Trmt2a,Cytosolic
Ccdc50,Cytosolic
Csta,Cytosolic
Gart,Cytosolic
Cfap298,Cytosolic
Cct8,Cytosolic
Ltn1,Cytosolic
Gbe1,Cytosolic
Katnal1,Cytosolic
Wipi2,Cytosolic
Snx8,Cytosolic
Eif3b,Cytosolic
Get4,Cytosolic
Asmtl,Cytosolic
Cct6a,Cytosolic
Rilpl2,Cytosolic
Pheta1,Cytosolic
Vps29,Cytosolic
Ksr2,Cytosolic
Gltp,Cytosolic
Sgsm1,Cytosolic
Dhps,Cytosolic
Serpinb8,Cytosolic
Dennd1b,Cytosolic
Nmnat2,Cytosolic
Rab3gap2,Cytosolic
Eprs1,Cytosolic
Rpl37l2,Cytosolic
Rpl31l9,Cytosolic
Atp6v1g3,Cytosolic
Pgm2,Cytosolic
Gba3,Cytosolic
Psapl1,Cytosolic
Tpt1-ps2,Cytosolic
Pnp,Cytosolic
Cryl1,Cytosolic
Esd,Cytosolic
Dct,Cytosolic
Ggact,Cytosolic
Rpl18a,Cytosolic
Pgpep1,Cytosolic
Tktl2,Cytosolic
Klhl2,Cytosolic
Qars1,Cytosolic
Rpl23al2,Cytosolic
Mtrr,Cytosolic
Riok1,Cytosolic
Nqo2,Cytosolic
Gmds,Cytosolic
Zc3h15l1,Cytosolic
Hecw1,Cytosolic
Ggps1,Cytosolic
Akr1c2,Cytosolic
Usp6nl,Cytosolic
Nmt2,Cytosolic
Rps8l1,Cytosolic
Prtfdc1,Cytosolic
Rpl17,Cytosolic
Snx2,Cytosolic
Nars1,Cytosolic
Afap1l1,Cytosolic
Trim36,Cytosolic
Spry4,Cytosolic
Lars1,Cytosolic
Stard4,Cytosolic
Usp14,Cytosolic
Btf3l8,Cytosolic
Katnb1,Cytosolic
Ces1dl1,Cytosolic
Nod2,Cytosolic
Mylk3,Cytosolic
Ripor1,Cytosolic
Ctu2,Cytosolic
Aprt,Cytosolic
Afap1l2,Cytosolic
Eno4,Cytosolic
Shtn1,Cytosolic
Eif3a,Cytosolic
Nlrp12,Cytosolic
Nlrp4a,Cytosolic
Nlrp9,Cytosolic
Vta1,Cytosolic
Ptgir,Cytosolic
Blvrb,Cytosolic
Nccrp1,Cytosolic
Rinl,Cytosolic
Gpi,Cytosolic
Siglec10,Cytosolic
Ctu1,Cytosolic
Josd2,Cytosolic
Tbc1d17,Cytosolic
Akt1s1,Cytosolic
Otog,Cytosolic
Map7,Cytosolic
Rlbp1,Cytosolic
Whamm,Cytosolic
Btbd1,Cytosolic
Tmc3,Cytosolic
Stard10,Cytosolic
Hbe1,Cytosolic
Ubqlnl,Cytosolic
Arfip2,Cytosolic
Hbs1l,Cytosolic
Rpl27a,Cytosolic
Nlrp10,Cytosolic
Eif3c,Cytosolic
Qprt,Cytosolic
Arl6ip1,Cytosolic
Fuom,Cytosolic
Cars1,Cytosolic
Ppfia1,Cytosolic
Acy3,Cytosolic
Gstp3,Cytosolic
Rhod,Cytosolic
Scyl1,Cytosolic
Snx15,Cytosolic
Cdc42bpg,Cytosolic
Ccdc88b,Cytosolic
Plaat5,Cytosolic
Ubxn1,Cytosolic
Psat1,Cytosolic
Rpl28l2,Cytosolic
Dusp9,Cytosolic
Cdc37l1,Cytosolic
Arhgap18,Cytosolic
Pik3ap1,Cytosolic
Cep55,Cytosolic
Ifit1bl,Cytosolic
Ifit2,Cytosolic
Clic2,Cytosolic
Ube2g2,Cytosolic
Mical1,Cytosolic
Rpl37a-ps5,Cytosolic
Btf3,Cytosolic
Naip5,Cytosolic
Sgtb,Cytosolic
Pelo,Cytosolic
Cct5,Cytosolic
Spry1,Cytosolic
Gmps,Cytosolic
Schip1,Cytosolic
Snapin,Cytosolic
Cct3,Cytosolic
Ankrd34a,Cytosolic
Rplp0l1,Cytosolic
Rap1a,Cytosolic
Lamtor5,Cytosolic
Dph5,Cytosolic
Gapdhl9,Cytosolic
Bdh2,Cytosolic
Sec24b,Cytosolic
Adh6a,Cytosolic
Metap1,Cytosolic
Rnd3,Cytosolic
Upp2,Cytosolic
Gca,Cytosolic
Eif5-ps1,Cytosolic
Plekha3,Cytosolic
Iftap,Cytosolic
Pla2g4e,Cytosolic
Galk2,Cytosolic
Acoxl,Cytosolic
Fermt1,Cytosolic
Snx5,Cytosolic
Srxn1,Cytosolic
Cnbd2,Cytosolic
Arfgef2,Cytosolic
Osbpl2,Cytosolic
Uap1l1,Cytosolic
Camsap1,Cytosolic
Dync2i2,Cytosolic
Rpl12-ps1,Cytosolic
Rpl35,Cytosolic
Lrguk,Cytosolic
Bpgm,Cytosolic
Gimap6,Cytosolic
Rhoal1,Cytosolic
Cct7,Cytosolic
Alms1,Cytosolic
Copg1,Cytosolic
Abtb1,Cytosolic
Washc2c,Cytosolic
Atp6v1e1,Cytosolic
Spsb2,Cytosolic
Cdca3,Cytosolic
Tigar-ps1,Cytosolic
Rpl7,Cytosolic
LOC297756,Cytosolic
Atp6v1h,Cytosolic
Pef1,Cytosolic
Rig1,Cytosolic
Ctnnal1,Cytosolic
Atp6v1g1,Cytosolic
Rpl31-ps11,Cytosolic
Rasef,Cytosolic
Osbpl9,Cytosolic
Gba2,Cytosolic
Dph2,Cytosolic
Smap2,Cytosolic
Eif3g,Cytosolic
Dync2li1,Cytosolic
Nlrc4,Cytosolic
Slc30a6,Cytosolic
Snx17,Cytosolic
Pum2,Cytosolic
Nt5c1b,Cytosolic
Akr1b1-ps1,Cytosolic
Pik3cg,Cytosolic
Arhgap5,Cytosolic
Eif2s3,Cytosolic
Aldoart2,Cytosolic
Nin,Cytosolic
Rpl23al8,Cytosolic
Arel1,Cytosolic
Ttll5,Cytosolic
Nudt14,Cytosolic
Apc2,Cytosolic
Rps12l4,Cytosolic
Lta4h,Cytosolic
Cct2,Cytosolic
Rps10-ps22,Cytosolic
Rps26l1,Cytosolic
Gsdmc,Cytosolic
Dnaaf11,Cytosolic
Gpd1l2,Cytosolic
Rpl36l1,Cytosolic
Pycr3,Cytosolic
Gfus,Cytosolic
Vps28,Cytosolic
Gga1,Cytosolic
Gtpbp1,Cytosolic
Pmm1,Cytosolic
Mov10l1,Cytosolic
Rpap3,Cytosolic
Spats2,Cytosolic
Fmnl3,Cytosolic
Lima1,Cytosolic
Krt7,Cytosolic
Rpl4-ps1,Cytosolic
Pfdn5,Cytosolic
Aasdhppt,Cytosolic
Vps26b,Cytosolic
Trim29,Cytosolic
Nnmt,Cytosolic
Cib2,Cytosolic
Dnaja4,Cytosolic
Pstpip1,Cytosolic
Mpi,Cytosolic
Ubl7,Cytosolic
Spg21,Cytosolic
Spsb4,Cytosolic
Nck1,Cytosolic
Dusp7,Cytosolic
Topaz1,Cytosolic
Dpp9,Cytosolic
Unc5cl,Cytosolic
Rpl10a-ps1,Cytosolic
Zap70,Cytosolic
Abca12,Cytosolic
Aamp,Cytosolic
Dnpep,Cytosolic
Copg2,Cytosolic
Sh3bgrl,Cytosolic
Pdzd11,Cytosolic
Rap2c,Cytosolic
Rpl10al2,Cytosolic
Mcts1,Cytosolic
Rpl37al2,Cytosolic
Cpped1,Cytosolic
Txndc11,Cytosolic
Pmm2,Cytosolic
Unkl,Cytosolic
Neurl1b,Cytosolic
Cyfip2,Cytosolic
Rapgef6,Cytosolic
Larp1,Cytosolic
Ulk2,Cytosolic
Tnk1,Cytosolic
Alox12e,Cytosolic
Ankfy1,Cytosolic
Rap1gap2,Cytosolic
Slc46a1,Cytosolic
Unc45b,Cytosolic
Tns4,Cytosolic
Dhx58,Cytosolic
Rnd2,Cytosolic
Rundc3a,Cytosolic
Map3k3,Cytosolic
Ccdc47,Cytosolic
Wipi1,Cytosolic
Evpl,Cytosolic
Engase,Cytosolic
Tbc1d16,Cytosolic
Rnf213,Cytosolic
C10h17orf75,Cytosolic
Tnrc6c,Cytosolic
Dvl3,Cytosolic
Rpl12l2,Cytosolic
Rps26-ps13,Cytosolic
Lrch3,Cytosolic
Osbpl11,Cytosolic
Sema5b,Cytosolic
Ildr1,Cytosolic
Tbc1d23,Cytosolic
Dop1b,Cytosolic
Arhgef18,Cytosolic
Gbp1,Cytosolic
Baiap2l1,Cytosolic
Dnaaf5,Cytosolic
Ap4m1,Cytosolic
Gigyf1,Cytosolic
Castor2,Cytosolic
Psph,Cytosolic
Glt1d1,Cytosolic
Rilpl1,Cytosolic
Kntc1,Cytosolic
Fbxw8,Cytosolic
Hook2,Cytosolic
Rabif,Cytosolic
Ro60,Cytosolic
G3bp2,Cytosolic
Exoc1,Cytosolic
Slain2,Cytosolic
N4bp2,Cytosolic
Pi4k2b,Cytosolic
Zfyve28,Cytosolic
Depdc5,Cytosolic
Osbp2,Cytosolic
Mtmr3,Cytosolic
Cobl,Cytosolic
Spred2,Cytosolic
Aftph,Cytosolic
Ehbp1,Cytosolic
Ahsa2,Cytosolic
Ccdc88a,Cytosolic
Nkiras1,Cytosolic
Samd4a,Cytosolic
Peli2,Cytosolic
Ap5m1,Cytosolic
Thtpa,Cytosolic
Dock5,Cytosolic
Fndc3a,Cytosolic
Lcp1,Cytosolic
Rpl14l1,Cytosolic
Tbc1d4,Cytosolic
Cln5,Cytosolic
Farp1,Cytosolic
Flnb,Cytosolic
Nek4,Cytosolic
Nisch,Cytosolic
Rps24l3,Cytosolic
Anxa8,Cytosolic
Armc6,Cytosolic
Sh2d4a,Cytosolic
Sh3rf1,Cytosolic
Mtmr7,Cytosolic
Got1l1,Cytosolic
Tacc1,Cytosolic
Ank1,Cytosolic
Klhdc8b,Cytosolic
Iars1,Cytosolic
Ripor2,Cytosolic
Carmil1,Cytosolic
Vps41,Cytosolic
Larp4b,Cytosolic
Akr1e2,Cytosolic
Akr1c19,Cytosolic
Apbb1ip,Cytosolic
Socs6,Cytosolic
Cndp1,Cytosolic
Pstpip2,Cytosolic
Fchsd1,Cytosolic
Hars1,Cytosolic
Etf1,Cytosolic
Cables1,Cytosolic
Rpl26-ps3,Cytosolic
Rps18l2,Cytosolic
Rpgrip1l,Cytosolic
Otud4,Cytosolic
Vps9d1,Cytosolic
Nhlrc2,Cytosolic
Acat2,Cytosolic
Cnksr3,Cytosolic
Rpl36al2,Cytosolic
Samd4b,Cytosolic
Ush1c,Cytosolic
Hps5,Cytosolic
Lrrk1,Cytosolic
Pex7,Cytosolic
Agbl1,Cytosolic
Wdr73,Cytosolic
Rccd1,Cytosolic
Efl1,Cytosolic
Dnajb13,Cytosolic
Rassf10,Cytosolic
Ubqln3,Cytosolic
Trim5,Cytosolic
Ppfibp2,Cytosolic
Dennd5a,Cytosolic
Tnrc6a,Cytosolic
Pign,Cytosolic
Uros,Cytosolic
Pgghg,Cytosolic
Tpcn2,Cytosolic
Aldh3b1,Cytosolic
Klc2,Cytosolic
Map3k11,Cytosolic
Frmd8,Cytosolic
Ric1,Cytosolic
Dnmbp,Cytosolic
Pip5k1b,Cytosolic
