claim,pathway,database,contrast,NES,pval,padj,size
01_internalization,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,Reactome,CTLvPHE,1.233773994142477,0.19056603773584907,0.4910205205894505,13
01_internalization,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Reactome,CTLvPHE,0.8596926975100926,0.6801470588235294,0.8369311781195149,45
01_internalization,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,Reactome,CTLvMITO,-1.75809937254827,0.01096643297962165,0.10753196782795674,13
01_internalization,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Reactome,CTLvMITO,-1.8130216982817895,0.00131290580897483,0.06620796436687383,45
01_internalization,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,Reactome,PHEvPHE_MITO,-1.4238750207577495,0.10317460317460315,0.28529094827586204,13
01_internalization,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Reactome,PHEvPHE_MITO,-1.3231523723936298,0.08523908523908524,0.2466344023721073,45
01_internalization,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,Reactome,CTLvPHE_MITO,-0.9310075735212902,0.5632183908045977,0.8249630371536223,13
01_internalization,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Reactome,CTLvPHE_MITO,-1.5382748592249038,0.01913915810686089,0.21232233852064727,45
01_internalization,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,Reactome,Interaction,1.4918883336837456,0.06471816283924843,0.6189510548437972,13
01_internalization,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Reactome,Interaction,0.7405781027722111,0.9094922737306844,1,45
01_internalization,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,Reactome,MITOvPHE_MITO,1.7586727227683197,0.01008302970926027,0.19773941596493763,13
01_internalization,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Reactome,MITOvPHE_MITO,-0.7636867273967091,0.8556338028169014,1,45
01_internalization,KEGG_ENDOCYTOSIS,KEGG,CTLvPHE,-0.7057306180543808,0.9260042283298098,1,43
01_internalization,KEGG_ENDOCYTOSIS,KEGG,CTLvMITO,-1.5949914456293757,0.00805115387887459,0.08945726532082887,42
01_internalization,KEGG_ENDOCYTOSIS,KEGG,PHEvPHE_MITO,-0.9099708430736194,0.6169354838709677,0.7867294204503507,43
01_internalization,KEGG_ENDOCYTOSIS,KEGG,CTLvPHE_MITO,-1.1756565533626069,0.22587268993839835,0.43437055757384296,43
01_internalization,KEGG_ENDOCYTOSIS,KEGG,Interaction,1.296520184473812,0.1091314031180401,0.5985995030494692,42
01_internalization,KEGG_ENDOCYTOSIS,KEGG,MITOvPHE_MITO,1.178054889842685,0.20495495495495497,0.6294080885635212,42
02_respiration,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,CTLvPHE,-1.1848623761038315,0.16179775280898875,0.4234048809173772,97
02_respiration,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,CTLvPHE,-1.0745324748156435,0.29545454545454547,0.6127659574468085,161
02_respiration,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,CTLvMITO,1.78629766316767,4.614049584148927e-4,0.00553685950097871,97
02_respiration,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,CTLvMITO,2.077494948026508,3.224693461201604e-8,1.54785286137677e-6,161
02_respiration,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,PHEvPHE_MITO,2.3823185431087883,1.104669539851427e-9,2.6512068956434248e-8,97
02_respiration,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,PHEvPHE_MITO,2.7621128005095374,3.485197837626243e-18,1.6728949620605963e-16,161
02_respiration,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,CTLvPHE_MITO,2.077028735534253,3.4318231576080637e-6,8.236375578259353e-5,97
02_respiration,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,CTLvPHE_MITO,2.5768606570867796,3.719843227919452e-15,1.785524749401337e-13,161
02_respiration,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,Interaction,1.6187262318379083,0.00312969979830851,0.037014084912223,97
02_respiration,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,Interaction,1.8385534673919952,7.905299174125023e-6,3.7945436035800113e-4,161
02_respiration,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,MITOvPHE_MITO,1.412448084230838,0.01727298868653737,0.10363793211922426,97
02_respiration,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,MITOvPHE_MITO,1.6803890880039374,1.060470516408954e-4,0.00101805169575259,161
02_respiration,REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,Reactome,CTLvPHE,-0.9214886916921814,0.6220302375809935,0.8144514985522526,107
02_respiration,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,Reactome,CTLvPHE,-0.7176359451468751,0.8531914893617021,0.9238545881738676,20
02_respiration,REACTOME_CRISTAE_FORMATION,Reactome,CTLvPHE,-0.9732496357091552,0.5042372881355932,0.743190627202255,16
02_respiration,REACTOME_FATTY_ACID_METABOLISM,Reactome,CTLvPHE,1.103931544024308,0.31902985074626866,0.6189951879944539,51
